MES,CODIGOCLIENTE,BANCARIZADO,SEGMENTO_CANAL,SEGMENTO_CAPTACIONES,TIPO_VINCULACION
201708,IBK_CODUNICO00027391731,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201703,IBK_CODUNICO00028482569,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00029208323,N,ATM,01.NUEVOS,03.PASIVOS
201709,IBK_CODUNICO00029275981,S,ATM,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00027355855,N,Digital,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00029160444,S,Digital,07.ANSIOSO,03.PASIVOS
201707,IBK_CODUNICO00028919663,S,Agente,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00025673698,S,Agente,04.AHORRADOR,03.PASIVOS
201710,IBK_CODUNICO00025819119,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00017418977,S,Digital,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00025103519,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00028781758,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00027624095,S,Sin segmento,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00025251412,S,Tradicional,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00017258071,S,Light user,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00027346008,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00028417333,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00027388047,S,Digital,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00022329016,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00028499516,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00028705609,S,Digital,02.INACTIVOS,02.ACTIVOS
201705,IBK_CODUNICO00024260545,S,Digital,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00028931817,S,Digital,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00027830269,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201707,IBK_CODUNICO00028654543,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00026503514,S,Light user,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00028628075,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00022178797,S,Digital,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00027470699,S,ATM,08.RETIRO,02.ACTIVOS
201704,IBK_CODUNICO00028697983,S,Agente,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00024003045,S,Digital,03.CONSUMIDOR,03.PASIVOS
201706,IBK_CODUNICO00023446573,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00017600415,N,Agente,01.NUEVOS,03.PASIVOS
201712,IBK_CODUNICO00028762511,S,Digital,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00027319162,S,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00026353458,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00028269297,S,Digital,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00027537938,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00028574920,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201709,IBK_CODUNICO00023021405,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00029094476,S,Agente,08.RETIRO,02.ACTIVOS
201701,IBK_CODUNICO00026294877,S,Tradicional,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00026769057,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00019967310,S,Agente,04.AHORRADOR,02.ACTIVOS
201706,IBK_CODUNICO00027373623,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00026333020,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00025048360,S,Agente,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00027882631,S,Digital,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00020939214,N,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00028437491,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00028979010,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00029084085,S,Digital,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00027412795,S,Digital,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00028779373,S,Digital,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00029408860,S,Tradicional,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00026666466,S,Light user,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00024064012,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00025063543,S,ATM,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00028267829,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00020948483,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00019701290,S,Digital,04.AHORRADOR,02.ACTIVOS
201710,IBK_CODUNICO00029270039,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201705,IBK_CODUNICO00028549034,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00028950070,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00026145074,S,Tradicional,01.NUEVOS,02.ACTIVOS
201703,IBK_CODUNICO00024207459,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201704,IBK_CODUNICO00026711944,S,ATM,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00024855236,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00021720347,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00014737550,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201712,IBK_CODUNICO00029363207,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00021016673,S,ATM,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00028634327,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00029022139,S,ATM,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00027508494,S,Light user,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00025414611,S,Digital,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00022114130,S,ATM,08.RETIRO,03.PASIVOS
201704,IBK_CODUNICO00023889716,S,Light user,02.INACTIVOS,02.ACTIVOS
201706,IBK_CODUNICO00028296229,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00025798120,S,Light user,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00028368190,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00022519311,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00027550679,S,Digital,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00026015313,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00027203563,S,Agente,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00026214284,S,Sin segmento,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00025420727,S,Agente,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00017533125,S,Digital,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00029113010,S,Digital,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00028538230,S,Digital,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00025254039,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201710,IBK_CODUNICO00027834093,S,Light user,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00027004646,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00018652642,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201706,IBK_CODUNICO00014666320,S,Tradicional,08.RETIRO,02.ACTIVOS
201703,IBK_CODUNICO0006702189,S,Tradicional,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00028900875,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00022655163,S,Sin segmento,Sin segmento,03.PASIVOS
201702,IBK_CODUNICO00016908697,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201705,IBK_CODUNICO00028892225,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00029145084,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00028354918,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00027388486,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028515155,S,Digital,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00024690939,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00028595859,S,Digital,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00028384617,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00027465406,S,ATM,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00026261560,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201710,IBK_CODUNICO00026487203,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00028830683,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00027133592,S,Digital,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00022172115,S,Light user,01.NUEVOS,03.PASIVOS
201701,IBK_CODUNICO00028796452,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201708,IBK_CODUNICO00028907244,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00029401059,S,Tradicional,07.ANSIOSO,03.PASIVOS
201706,IBK_CODUNICO00025134552,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00028277132,N,Digital,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00029150597,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00026758688,N,Light user,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00020579600,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201710,IBK_CODUNICO00028946785,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00013892808,S,Tradicional,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00026355566,S,Digital,07.ANSIOSO,03.PASIVOS
201703,IBK_CODUNICO00028653356,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00029056481,S,Light user,Sin segmento,01.NI ACTIVOS NI PASIVOS
201709,IBK_CODUNICO00027210046,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00024672725,S,Tradicional,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00027052323,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201706,IBK_CODUNICO00028909665,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00026539973,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00028957449,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00021696495,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00019091766,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00026766046,S,Light user,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00026912915,S,Light user,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00027460947,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00029119208,S,Agente,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00027466675,N,Agente,08.RETIRO,03.PASIVOS
201706,IBK_CODUNICO00028076971,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00027819108,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028694528,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201709,IBK_CODUNICO00028762931,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00025698812,S,Tradicional,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00014822340,S,Tradicional,02.INACTIVOS,03.PASIVOS
201711,IBK_CODUNICO00027450515,S,Digital,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00028213911,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00015318529,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00028828015,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201705,IBK_CODUNICO00028806857,S,ATM,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00029224379,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00027165511,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00023637702,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00024977518,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00025751569,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00026612033,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00025404845,S,Digital,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00027297045,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00022493236,S,ATM,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00012629029,S,Digital,02.INACTIVOS,02.ACTIVOS
201710,IBK_CODUNICO00029332934,S,Sin transacciones,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00014611800,S,Agente,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00022038670,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00024910004,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00022660828,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201712,IBK_CODUNICO00024645157,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00025595126,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00024016443,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00025129554,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201705,IBK_CODUNICO00029136513,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00028184295,S,ATM,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00027644954,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00024081036,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201706,IBK_CODUNICO00025599663,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00024666545,S,Sin segmento,Sin segmento,03.PASIVOS
201705,IBK_CODUNICO00027853288,S,Agente,08.RETIRO,03.PASIVOS
201701,IBK_CODUNICO00013154251,S,Tradicional,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00029158280,S,Digital,01.NUEVOS,03.PASIVOS
201709,IBK_CODUNICO00026091106,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201709,IBK_CODUNICO00029328428,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00025987033,S,Light user,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00025282622,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00027706028,S,ATM,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00026348012,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00024803689,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00024805853,S,Light user,02.INACTIVOS,03.PASIVOS
201709,IBK_CODUNICO00027344049,S,Agente,08.RETIRO,02.ACTIVOS
201707,IBK_CODUNICO00029324487,S,Digital,02.INACTIVOS,02.ACTIVOS
201708,IBK_CODUNICO00027357321,S,Tradicional,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00027408448,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201712,IBK_CODUNICO00011347591,N,Digital,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00024672420,S,Digital,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00021603187,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201701,IBK_CODUNICO00029421623,S,Sin segmento,Sin segmento,03.PASIVOS
201707,IBK_CODUNICO00027632179,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00013945690,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00028745147,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00025978135,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00029145185,S,Tradicional,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00013327699,S,Sin segmento,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00026302663,S,Digital,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00020872798,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00015818277,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00026506189,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00027005404,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00028914256,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00029155538,S,ATM,08.RETIRO,03.PASIVOS
201710,IBK_CODUNICO00027925019,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028254768,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201710,IBK_CODUNICO00026578192,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201704,IBK_CODUNICO00019665886,S,Light user,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00020890646,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00028203605,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00026897895,S,Digital,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00023065869,S,Digital,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00026693079,S,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00014975291,S,Digital,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00017988939,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00028802839,S,Sin segmento,Sin segmento,02.ACTIVOS
201705,IBK_CODUNICO00025903267,S,Tradicional,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00028991590,S,Sin segmento,Sin segmento,03.PASIVOS
201703,IBK_CODUNICO00028350057,S,Digital,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00028564753,S,Digital,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00024985550,S,Light user,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00028447707,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00025514926,S,Digital,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00028098924,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00025832754,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00024497998,S,Tradicional,08.RETIRO,03.PASIVOS
201701,IBK_CODUNICO00028025591,S,Light user,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00028613164,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00021234351,S,Light user,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00026779796,S,Digital,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00027160787,S,Digital,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00024284037,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00023091444,S,Light user,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00019791627,S,Digital,02.INACTIVOS,02.ACTIVOS
201701,IBK_CODUNICO00028022652,S,Light user,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00023593256,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00028475447,S,Sin segmento,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00026906702,S,Light user,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00028426105,S,Light user,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00027805022,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201702,IBK_CODUNICO00024787050,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00028151360,S,Digital,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00029238336,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201701,IBK_CODUNICO00025893068,S,Tradicional,08.RETIRO,02.ACTIVOS
201711,IBK_CODUNICO00029421572,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00028617935,S,ATM,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00025537386,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00028597924,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00025213609,S,Digital,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00023256660,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00028635134,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00028863880,S,Light user,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00026989615,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00028561933,S,ATM,08.RETIRO,03.PASIVOS
201708,IBK_CODUNICO00028821128,S,Light user,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00029378744,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00029024130,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00027640426,S,Digital,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00028158063,S,Digital,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00028125942,N,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00028706630,S,Sin segmento,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00027670111,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00028408141,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00026392970,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00023182018,N,Digital,07.ANSIOSO,03.PASIVOS
201707,IBK_CODUNICO00029382321,S,Tradicional,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00028653406,S,Tradicional,01.NUEVOS,02.ACTIVOS
201711,IBK_CODUNICO00027184826,S,Light user,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00024553557,S,Tradicional,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00028433719,S,Digital,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00027560870,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00021547656,S,Tradicional,01.NUEVOS,02.ACTIVOS
201701,IBK_CODUNICO00027669266,S,Tradicional,01.NUEVOS,03.PASIVOS
201704,IBK_CODUNICO00025184630,S,Digital,07.ANSIOSO,03.PASIVOS
201703,IBK_CODUNICO00027910904,N,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00028782442,S,Digital,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00024748495,S,Digital,07.ANSIOSO,02.ACTIVOS
201712,IBK_CODUNICO00026716230,S,Tradicional,04.AHORRADOR,02.ACTIVOS
201702,IBK_CODUNICO00023260654,S,Digital,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00026450028,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00027986635,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00026726184,S,Digital,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00027375666,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201706,IBK_CODUNICO00023745022,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00026824723,S,Agente,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00027840120,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00028274694,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00028701040,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00028283341,N,Light user,08.RETIRO,03.PASIVOS
201708,IBK_CODUNICO00021288219,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00023975472,S,Tradicional,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00028844085,S,Digital,02.INACTIVOS,02.ACTIVOS
201707,IBK_CODUNICO00020731660,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00025617674,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00027643042,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00027374520,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00028689924,S,Sin transacciones,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00025343413,S,Light user,08.RETIRO,03.PASIVOS
201708,IBK_CODUNICO00027241795,S,Agente,08.RETIRO,03.PASIVOS
201704,IBK_CODUNICO00020828979,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00026340362,S,ATM,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00026504082,S,Digital,07.ANSIOSO,03.PASIVOS
201712,IBK_CODUNICO00027011936,S,Light user,04.AHORRADOR,03.PASIVOS
